# mapping_set_id: https://github.com/bridgedb/tiwid/raw/refs/heads/main/artifacts/tiwid.sssom.tsv
# mapping_set_description: This Is Where Identifiers Die
# license: https://creativecommons.org/publicdomain/zero/1.0/
# curie_map:
#   cas: https://commonchemistry.cas.org/detail?cas_rn=
#   CHEBI: http://purl.obolibrary.org/obo/CHEBI_
#   chemspider: https://bioregistry.io/chemspider:
#   ensembl: https://www.ensembl.org/id/
#   hgnc.symbol: https://www.genenames.org/data/gene-symbol-report/#!/symbol/
#   hmdb: http://www.hmdb.ca/metabolites/
#   IAO: http://purl.obolibrary.org/obo/IAO_
#   lipidmaps: http://www.lipidmaps.org/data/LMSDRecord.php?LMID=
#   molmedb: https://molmedb.upol.cz/mol/
#   omim: https://omim.org/MIM:
#   pmc: http://europepmc.org/articles/
#   ppr: https://europepmc.org/article/ppr/
#   pubchem.compound: https://pubchem.ncbi.nlm.nih.gov/compound/
#   pubmed: https://bioregistry.io/pubmed:
#   uniprot: http://purl.uniprot.org/uniprot/
#   wikidata: http://www.wikidata.org/entity/
#   wikipathways: http://www.wikipathways.org/instance/
subject_id	predicate_id	object_id	mapping_justification	mapping_date	author_id
wikidata:Q16717987	IAO:0100001	wikidata:Q4119955	semapv:ManualMappingCuration		
wikidata:Q16719464	IAO:0100001	wikidata:Q907644	semapv:ManualMappingCuration		
wikidata:Q16744214	IAO:0100001	wikidata:Q4506468	semapv:ManualMappingCuration		
wikidata:Q16800699	IAO:0100001	wikidata:Q1959945	semapv:ManualMappingCuration		
wikidata:Q16831139	IAO:0100001	wikidata:Q15628236	semapv:ManualMappingCuration		
wikidata:Q16831275	IAO:0100001	wikidata:Q15628205	semapv:ManualMappingCuration		
wikidata:Q16840458	IAO:0100001	wikidata:Q2380192	semapv:ManualMappingCuration		
wikidata:Q16846682	IAO:0100001	wikidata:Q15411004	semapv:ManualMappingCuration		
wikidata:Q16852356	IAO:0100001	wikidata:Q16634054	semapv:ManualMappingCuration		
wikidata:Q16856908	IAO:0100001	wikidata:Q68541106	semapv:ManualMappingCuration		
wikidata:Q16857500	IAO:0100001	wikidata:Q15726008	semapv:ManualMappingCuration		
wikidata:Q16858749	IAO:0100001	wikidata:Q21011233	semapv:ManualMappingCuration		
wikidata:Q16878779	IAO:0100001	wikidata:Q27155287	semapv:ManualMappingCuration		
wikidata:Q16880123	IAO:0100001	wikidata:Q27116723	semapv:ManualMappingCuration		
wikidata:Q16882791	IAO:0100001	wikidata:Q4493197	semapv:ManualMappingCuration		
wikidata:Q16883914	IAO:0100001	wikidata:Q8345458	semapv:ManualMappingCuration		
wikidata:Q16886759	IAO:0100001	wikidata:Q192464	semapv:ManualMappingCuration		
wikidata:Q16912836	IAO:0100001	wikidata:Q3267336	semapv:ManualMappingCuration		
wikidata:Q16913126	IAO:0100001	wikidata:Q3325795	semapv:ManualMappingCuration		
wikidata:Q16915875	IAO:0100001	wikidata:Q409132	semapv:ManualMappingCuration		
wikidata:Q16920109	IAO:0100001	wikidata:Q27268993	semapv:ManualMappingCuration		
wikidata:Q16948618	IAO:0100001	wikidata:Q117422	semapv:ManualMappingCuration		
wikidata:Q16954755	IAO:0100001	wikidata:Q16634226	semapv:ManualMappingCuration		
wikidata:Q16963954	IAO:0100001	wikidata:Q27103649	semapv:ManualMappingCuration		
wikidata:Q16964335	IAO:0100001	wikidata:Q27281832	semapv:ManualMappingCuration		
wikidata:Q16967404	IAO:0100001	wikidata:Q21011228	semapv:ManualMappingCuration		
wikidata:Q16978859	IAO:0100001	wikidata:Q2527228	semapv:ManualMappingCuration		
wikidata:Q16999997	IAO:0100001	wikidata:Q1427452	semapv:ManualMappingCuration		
wikidata:Q17003689	IAO:0100001	wikidata:Q15632707	semapv:ManualMappingCuration		
wikidata:Q17027401	IAO:0100001	wikidata:Q12458398	semapv:ManualMappingCuration		
wikidata:Q17047506	IAO:0100001	wikidata:Q111812	semapv:ManualMappingCuration		
wikidata:Q1705700	IAO:0100001	wikidata:Q15634038	semapv:ManualMappingCuration		
wikidata:Q17080371	IAO:0100001	wikidata:Q16886625	semapv:ManualMappingCuration		
wikidata:Q17096822	IAO:0100001	wikidata:Q27268037	semapv:ManualMappingCuration		
wikidata:Q17116117	IAO:0100001	wikidata:Q193572	semapv:ManualMappingCuration		
wikidata:Q17117215	IAO:0100001	wikidata:Q22075842	semapv:ManualMappingCuration		
wikidata:Q17125286	IAO:0100001	wikidata:Q1035566	semapv:ManualMappingCuration		
wikidata:Q17125788	IAO:0100001	wikidata:Q1805589	semapv:ManualMappingCuration		
wikidata:Q17138493	IAO:0100001	wikidata:Q305364	semapv:ManualMappingCuration		
wikidata:Q17152466	IAO:0100001	wikidata:Q2453085	semapv:ManualMappingCuration		
wikidata:Q17152514	IAO:0100001	wikidata:Q866603	semapv:ManualMappingCuration		
wikidata:Q17152625	IAO:0100001	wikidata:Q22075856	semapv:ManualMappingCuration		
wikidata:Q17154073	IAO:0100001	wikidata:Q348260	semapv:ManualMappingCuration		
wikidata:Q17154625	IAO:0100001	wikidata:Q425193	semapv:ManualMappingCuration		
wikidata:Q17161941	IAO:0100001	wikidata:Q108702082	semapv:ManualMappingCuration		
wikidata:Q17163040	IAO:0100001	wikidata:Q27113664	semapv:ManualMappingCuration		
wikidata:Q17172921	IAO:0100001	wikidata:Q2917126	semapv:ManualMappingCuration		
wikidata:Q17173535	IAO:0100001	wikidata:Q258450	semapv:ManualMappingCuration		
wikidata:Q17173845	IAO:0100001	wikidata:Q424312	semapv:ManualMappingCuration		
wikidata:Q17174106	IAO:0100001	wikidata:Q166476	semapv:ManualMappingCuration		
wikidata:Q17174214	IAO:0100001	wikidata:Q2815334	semapv:ManualMappingCuration		
wikidata:Q17175369	IAO:0100001	wikidata:Q20817116	semapv:ManualMappingCuration		
wikidata:Q17176232	IAO:0100001	wikidata:Q418909	semapv:ManualMappingCuration		
wikidata:Q17189287	IAO:0100001	wikidata:Q904612	semapv:ManualMappingCuration		
wikidata:Q17189318	IAO:0100001	wikidata:Q420233	semapv:ManualMappingCuration		
wikidata:Q17190175	IAO:0100001	wikidata:Q416554	semapv:ManualMappingCuration		
wikidata:Q17190275	IAO:0100001	wikidata:Q10860475	semapv:ManualMappingCuration		
wikidata:Q17192073	IAO:0100001	wikidata:Q2001786	semapv:ManualMappingCuration		
wikidata:Q17192241	IAO:0100001	wikidata:Q4735440	semapv:ManualMappingCuration		
wikidata:Q17193137	IAO:0100001	wikidata:Q15239768	semapv:ManualMappingCuration		
wikidata:Q1722311	IAO:0100001	wikidata:Q11129316	semapv:ManualMappingCuration		
wikidata:Q17233020	IAO:0100001	wikidata:Q4733443	semapv:ManualMappingCuration		
wikidata:Q17239498	IAO:0100001	wikidata:Q18349104	semapv:ManualMappingCuration		
wikidata:Q17249539	IAO:0100001	wikidata:Q191521	semapv:ManualMappingCuration		
wikidata:Q17318449	IAO:0100001	wikidata:Q16833215	semapv:ManualMappingCuration		
wikidata:Q17318507	IAO:0100001	wikidata:Q4505494	semapv:ManualMappingCuration		
wikidata:Q17319156	IAO:0100001	wikidata:Q3732745	semapv:ManualMappingCuration		
wikidata:Q17320546	IAO:0100001	wikidata:Q17266280	semapv:ManualMappingCuration		
wikidata:Q17320546	IAO:0100001	wikidata:Q17266280	semapv:ManualMappingCuration		
wikidata:Q17330489	IAO:0100001	wikidata:Q16691430	semapv:ManualMappingCuration		
wikidata:Q17330954	IAO:0100001	wikidata:Q7553364	semapv:ManualMappingCuration		
wikidata:Q17332854	IAO:0100001	wikidata:Q425229	semapv:ManualMappingCuration		
wikidata:Q17332867	IAO:0100001	wikidata:Q4058308	semapv:ManualMappingCuration		
wikidata:Q17333339	IAO:0100001	wikidata:Q3498849	semapv:ManualMappingCuration		
wikidata:Q17333533	IAO:0100001	wikidata:Q10564318	semapv:ManualMappingCuration		
wikidata:Q17333555	IAO:0100001	wikidata:Q3116769	semapv:ManualMappingCuration		
wikidata:Q17334037	IAO:0100001	wikidata:Q2155237	semapv:ManualMappingCuration		
wikidata:Q17334435	IAO:0100001	wikidata:Q1878572	semapv:ManualMappingCuration		
wikidata:Q17334545	IAO:0100001	wikidata:Q19309891	semapv:ManualMappingCuration		
wikidata:Q17335241	IAO:0100001	wikidata:Q423211	semapv:ManualMappingCuration		
wikidata:Q17337819	IAO:0100001	wikidata:Q17333539	semapv:ManualMappingCuration		
wikidata:Q17377206	IAO:0100001	wikidata:Q1387655	semapv:ManualMappingCuration		
wikidata:Q17417416	IAO:0100001	wikidata:Q25473872	semapv:ManualMappingCuration		
wikidata:Q17442849	IAO:0100001	wikidata:Q7553335	semapv:ManualMappingCuration		
wikidata:Q17495012	IAO:0100001	wikidata:Q16854884	semapv:ManualMappingCuration		
wikidata:Q17495014	IAO:0100001	wikidata:Q16854882	semapv:ManualMappingCuration		
wikidata:Q1750793	IAO:0100001	wikidata:Q3618748	semapv:ManualMappingCuration		
wikidata:Q17516214	IAO:0100001	wikidata:Q2271877	semapv:ManualMappingCuration		
wikidata:Q17562503	IAO:0100001	wikidata:Q3027717	semapv:ManualMappingCuration		
wikidata:Q17575029	IAO:0100001	wikidata:Q2939557	semapv:ManualMappingCuration		
wikidata:Q1759296	IAO:0100001	wikidata:Q27077235	semapv:ManualMappingCuration		
wikidata:Q17622855	IAO:0100001	wikidata:Q4115313	semapv:ManualMappingCuration		
wikidata:Q17623668	IAO:0100001	wikidata:Q265831	semapv:ManualMappingCuration		
wikidata:Q17624179	IAO:0100001	wikidata:Q414659	semapv:ManualMappingCuration		
wikidata:Q17624957	IAO:0100001	wikidata:Q411763	semapv:ManualMappingCuration		
wikidata:Q17625431	IAO:0100001	wikidata:Q158539	semapv:ManualMappingCuration		
wikidata:Q17625664	IAO:0100001	wikidata:Q1771654	semapv:ManualMappingCuration		
wikidata:Q17627956	IAO:0100001	wikidata:Q418071	semapv:ManualMappingCuration		
wikidata:Q17628811	IAO:0100001	wikidata:Q419283	semapv:ManualMappingCuration		
wikidata:Q17628884	IAO:0100001	wikidata:Q417497	semapv:ManualMappingCuration		
wikidata:Q17629118	IAO:0100001	wikidata:Q3545927	semapv:ManualMappingCuration		
wikidata:Q17629333	IAO:0100001	wikidata:Q418812	semapv:ManualMappingCuration		
wikidata:Q17629337	IAO:0100001	wikidata:Q417022	semapv:ManualMappingCuration		
wikidata:Q17629643	IAO:0100001	wikidata:Q15410949	semapv:ManualMappingCuration		
wikidata:Q17630339	IAO:0100001	wikidata:Q3051341	semapv:ManualMappingCuration		
wikidata:Q17630360	IAO:0100001	wikidata:Q2255407	semapv:ManualMappingCuration		
wikidata:Q17630778	IAO:0100001	wikidata:Q2420582	semapv:ManualMappingCuration		
wikidata:Q17631825	IAO:0100001	wikidata:Q5418774	semapv:ManualMappingCuration		
wikidata:Q17633136	IAO:0100001	wikidata:Q4117486	semapv:ManualMappingCuration		
wikidata:Q17633192	IAO:0100001	wikidata:Q902204	semapv:ManualMappingCuration		
wikidata:Q17633195	IAO:0100001	wikidata:Q16977586	semapv:ManualMappingCuration		
wikidata:Q17633199	IAO:0100001	wikidata:Q369777	semapv:ManualMappingCuration		
wikidata:Q17633204	IAO:0100001	wikidata:Q418951	semapv:ManualMappingCuration		
wikidata:Q17633206	IAO:0100001	wikidata:Q419857	semapv:ManualMappingCuration		
wikidata:Q17633311	IAO:0100001	wikidata:Q411283	semapv:ManualMappingCuration		
wikidata:Q17633312	IAO:0100001	wikidata:Q385662	semapv:ManualMappingCuration		
wikidata:Q17633316	IAO:0100001	wikidata:Q425243	semapv:ManualMappingCuration		
wikidata:Q17636070	IAO:0100001	wikidata:Q836788	semapv:ManualMappingCuration		
wikidata:Q17638258	IAO:0100001	wikidata:Q2159860	semapv:ManualMappingCuration		
wikidata:Q17638897	IAO:0100001	wikidata:Q418115	semapv:ManualMappingCuration		
wikidata:Q17749776	IAO:0100001	wikidata:Q7353534	semapv:ManualMappingCuration		
wikidata:Q17769683	IAO:0100001	wikidata:Q288266	semapv:ManualMappingCuration		
wikidata:Q17983579	IAO:0100001	wikidata:Q5732068	semapv:ManualMappingCuration		
wikidata:Q17988407	IAO:0100001	wikidata:Q481822	semapv:ManualMappingCuration		
wikidata:Q17991738	IAO:0100001	wikidata:Q2394106	semapv:ManualMappingCuration		
wikidata:Q17996359	IAO:0100001	wikidata:Q57998091	semapv:ManualMappingCuration		
wikidata:Q17996389	IAO:0100001	wikidata:Q27274933	semapv:ManualMappingCuration		
wikidata:Q17996393	IAO:0100001	wikidata:Q27265185	semapv:ManualMappingCuration		
wikidata:Q17996611	IAO:0100001	wikidata:Q425039	semapv:ManualMappingCuration		
wikidata:Q18026848	IAO:0100001	wikidata:Q410857	semapv:ManualMappingCuration		
wikidata:Q18085927	IAO:0100001	wikidata:Q2823620	semapv:ManualMappingCuration		
wikidata:Q18088747	IAO:0100001	wikidata:Q14755481	semapv:ManualMappingCuration		
wikidata:Q18142061	IAO:0100001	wikidata:Q5205953	semapv:ManualMappingCuration		
wikidata:Q18169416	IAO:0100001	wikidata:Q2557463	semapv:ManualMappingCuration		
wikidata:Q18192565	IAO:0100001	wikidata:Q15410178	semapv:ManualMappingCuration		
wikidata:Q18205138	IAO:0100001	wikidata:Q15726062	semapv:ManualMappingCuration		
wikidata:Q18206209	IAO:0100001	wikidata:Q15628157	semapv:ManualMappingCuration		
wikidata:Q18206892	IAO:0100001	wikidata:Q6036777	semapv:ManualMappingCuration		
wikidata:Q18207441	IAO:0100001	wikidata:Q2823261	semapv:ManualMappingCuration		
wikidata:Q18209727	IAO:0100001	wikidata:Q5578972	semapv:ManualMappingCuration		
wikidata:Q18211406	IAO:0100001	wikidata:Q10564319	semapv:ManualMappingCuration		
wikidata:Q18211410	IAO:0100001	wikidata:Q22668698	semapv:ManualMappingCuration		
wikidata:Q18211419	IAO:0100001	wikidata:Q424486	semapv:ManualMappingCuration		
wikidata:Q18211452	IAO:0100001	wikidata:Q15854236	semapv:ManualMappingCuration		
wikidata:Q18211499	IAO:0100001	wikidata:Q2683107	semapv:ManualMappingCuration		
wikidata:Q18211533	IAO:0100001	wikidata:Q13896593	semapv:ManualMappingCuration		
wikidata:Q18211604	IAO:0100001	wikidata:Q2875204	semapv:ManualMappingCuration		
wikidata:Q18211606	IAO:0100001	wikidata:Q15632694	semapv:ManualMappingCuration		
wikidata:Q18211617	IAO:0100001	wikidata:Q15730269	semapv:ManualMappingCuration		
wikidata:Q18211619	IAO:0100001	wikidata:Q28411175	semapv:ManualMappingCuration		
wikidata:Q18211636	IAO:0100001	wikidata:Q15951093	semapv:ManualMappingCuration		
wikidata:Q18211642	IAO:0100001	wikidata:Q6647955	semapv:ManualMappingCuration		
wikidata:Q18211661	IAO:0100001	wikidata:Q15726036	semapv:ManualMappingCuration		
wikidata:Q18211675	IAO:0100001	wikidata:Q16833216	semapv:ManualMappingCuration		
wikidata:Q18211747	IAO:0100001	wikidata:Q6748786	semapv:ManualMappingCuration		
wikidata:Q18211757	IAO:0100001	wikidata:Q6748767	semapv:ManualMappingCuration		
wikidata:Q18211790	IAO:0100001	wikidata:Q2647468	semapv:ManualMappingCuration		
wikidata:Q18211810	IAO:0100001	wikidata:Q15627472	semapv:ManualMappingCuration		
wikidata:Q18211846	IAO:0100001	wikidata:Q9335140	semapv:ManualMappingCuration		
wikidata:Q18211857	IAO:0100001	wikidata:Q2557463	semapv:ManualMappingCuration		
wikidata:Q18211861	IAO:0100001	wikidata:Q3791968	semapv:ManualMappingCuration		
wikidata:Q18211867	IAO:0100001	wikidata:Q18169404	semapv:ManualMappingCuration		
wikidata:Q18211870	IAO:0100001	wikidata:Q1969735	semapv:ManualMappingCuration		
wikidata:Q18211871	IAO:0100001	wikidata:Q425397	semapv:ManualMappingCuration		
wikidata:Q18211872	IAO:0100001	wikidata:Q1969751	semapv:ManualMappingCuration		
wikidata:Q18211876	IAO:0100001	wikidata:Q3939892	semapv:ManualMappingCuration		
wikidata:Q18211880	IAO:0100001	wikidata:Q7553379	semapv:ManualMappingCuration		
wikidata:Q18212005	IAO:0100001	wikidata:Q419873	semapv:ManualMappingCuration		
wikidata:Q18212020	IAO:0100001	wikidata:Q15632856	semapv:ManualMappingCuration		
wikidata:Q18212043	IAO:0100001	wikidata:Q7039308	semapv:ManualMappingCuration		
wikidata:Q18212063	IAO:0100001	wikidata:Q49001221	semapv:ManualMappingCuration		
wikidata:Q18212090	IAO:0100001	wikidata:Q3180043	semapv:ManualMappingCuration		
wikidata:Q18212098	IAO:0100001	wikidata:Q412323	semapv:ManualMappingCuration		
wikidata:Q18212145	IAO:0100001	wikidata:Q15730270	semapv:ManualMappingCuration		
wikidata:Q18212155	IAO:0100001	wikidata:Q15730263	semapv:ManualMappingCuration		
wikidata:Q18212164	IAO:0100001	wikidata:Q905430	semapv:ManualMappingCuration		
wikidata:Q18212194	IAO:0100001	wikidata:Q2048340	semapv:ManualMappingCuration		
wikidata:Q18212201	IAO:0100001	wikidata:Q2661725	semapv:ManualMappingCuration		
wikidata:Q18212222	IAO:0100001	wikidata:Q15632886	semapv:ManualMappingCuration		
wikidata:Q18212231	IAO:0100001	wikidata:Q16854883	semapv:ManualMappingCuration		
wikidata:Q18212239	IAO:0100001	wikidata:Q15634245	semapv:ManualMappingCuration		
wikidata:Q18212336	IAO:0100001	wikidata:Q15628233	semapv:ManualMappingCuration		
wikidata:Q18212393	IAO:0100001	wikidata:Q17355205	semapv:ManualMappingCuration		
wikidata:Q18212394	IAO:0100001	wikidata:Q17330238	semapv:ManualMappingCuration		
wikidata:Q18212418	IAO:0100001	wikidata:Q16685889	semapv:ManualMappingCuration		
wikidata:Q18212425	IAO:0100001	wikidata:Q778163	semapv:ManualMappingCuration		
wikidata:Q18212696	IAO:0100001	wikidata:Q24629113	semapv:ManualMappingCuration		
wikidata:Q18212697	IAO:0100001	wikidata:Q27275765	semapv:ManualMappingCuration		
wikidata:Q18212703	IAO:0100001	wikidata:Q17057219	semapv:ManualMappingCuration		
wikidata:Q18212704	IAO:0100001	wikidata:Q20986154	semapv:ManualMappingCuration		
wikidata:Q18213075	IAO:0100001	wikidata:Q21663194	semapv:ManualMappingCuration		
wikidata:Q18213079	IAO:0100001	wikidata:Q20979783	semapv:ManualMappingCuration		
wikidata:Q18213344	IAO:0100001	wikidata:Q3639734	semapv:ManualMappingCuration		
wikidata:Q18213350	IAO:0100001	wikidata:Q2919537	semapv:ManualMappingCuration		
wikidata:Q18213358	IAO:0100001	wikidata:Q425640	semapv:ManualMappingCuration		
wikidata:Q18213362	IAO:0100001	wikidata:Q427105	semapv:ManualMappingCuration		
wikidata:Q18213369	IAO:0100001	wikidata:Q6787831	semapv:ManualMappingCuration		
wikidata:Q18213494	IAO:0100001	wikidata:Q4596916	semapv:ManualMappingCuration		
wikidata:Q18215	IAO:0100001	wikidata:Q18216	semapv:ManualMappingCuration		
wikidata:Q18218449	IAO:0100001	wikidata:Q18212168	semapv:ManualMappingCuration		
wikidata:Q18228508	IAO:0100001	wikidata:Q303824	semapv:ManualMappingCuration		
wikidata:Q18233601	IAO:0100001	wikidata:Q1624428	semapv:ManualMappingCuration		
wikidata:Q18233748	IAO:0100001	wikidata:Q4456691	semapv:ManualMappingCuration		
wikidata:Q18233895	IAO:0100001	wikidata:Q426460	semapv:ManualMappingCuration		
wikidata:Q18235271	IAO:0100001	wikidata:Q413672	semapv:ManualMappingCuration		
wikidata:Q18235354	IAO:0100001	wikidata:Q185082	semapv:ManualMappingCuration		
wikidata:Q18235372	IAO:0100001	wikidata:Q411562	semapv:ManualMappingCuration		
wikidata:Q18235391	IAO:0100001	wikidata:Q15634038	semapv:ManualMappingCuration		
wikidata:Q18236405	IAO:0100001	wikidata:Q1341604	semapv:ManualMappingCuration		
wikidata:Q1824093	IAO:0100001	wikidata:Q821641	semapv:ManualMappingCuration		
wikidata:Q18285180	IAO:0100001	wikidata:Q2823311	semapv:ManualMappingCuration		
wikidata:Q18327779	IAO:0100001	wikidata:Q240642	semapv:ManualMappingCuration		
wikidata:Q18343389	IAO:0100001	wikidata:Q1933902	semapv:ManualMappingCuration		
wikidata:Q18344795	IAO:0100001	wikidata:Q21011231	semapv:ManualMappingCuration		
wikidata:Q18344991	IAO:0100001	wikidata:Q1652677	semapv:ManualMappingCuration		
wikidata:Q18345097	IAO:0100001	wikidata:Q17355409	semapv:ManualMappingCuration		
wikidata:Q18345105	IAO:0100001	wikidata:Q11186403	semapv:ManualMappingCuration		
wikidata:Q18349090	IAO:0100001	wikidata:Q3973362	semapv:ManualMappingCuration		
wikidata:Q18349640	IAO:0100001	wikidata:Q9251595	semapv:ManualMappingCuration		
wikidata:Q18351604	IAO:0100001	wikidata:Q2204067	semapv:ManualMappingCuration		
wikidata:Q18351645	IAO:0100001	wikidata:Q15632742	semapv:ManualMappingCuration		
wikidata:Q18357634	IAO:0100001	wikidata:Q82096697	semapv:ManualMappingCuration		
wikidata:Q18358317	IAO:0100001	wikidata:Q2031743	semapv:ManualMappingCuration		
wikidata:Q18359548	IAO:0100001	wikidata:Q423341	semapv:ManualMappingCuration		
wikidata:Q18359615	IAO:0100001	wikidata:Q425362	semapv:ManualMappingCuration		
wikidata:Q18360741	IAO:0100001	wikidata:Q418613	semapv:ManualMappingCuration		
wikidata:Q18361100	IAO:0100001	wikidata:Q422779	semapv:ManualMappingCuration		
wikidata:Q18361269	IAO:0100001	wikidata:Q2535800	semapv:ManualMappingCuration		
wikidata:Q18361275	IAO:0100001	wikidata:Q1154631	semapv:ManualMappingCuration		
wikidata:Q18361364	IAO:0100001	wikidata:Q4321598	semapv:ManualMappingCuration		
wikidata:Q18361554	IAO:0100001	wikidata:Q407392	semapv:ManualMappingCuration		
wikidata:Q18361558	IAO:0100001	wikidata:Q420146	semapv:ManualMappingCuration		
wikidata:Q18361567	IAO:0100001	wikidata:Q411014	semapv:ManualMappingCuration		
wikidata:Q18361576	IAO:0100001	wikidata:Q412350	semapv:ManualMappingCuration		
wikidata:Q18361762	IAO:0100001	wikidata:Q423341	semapv:ManualMappingCuration		
wikidata:Q18362110	IAO:0100001	wikidata:Q324628	semapv:ManualMappingCuration		
wikidata:Q18362118	IAO:0100001	wikidata:Q423271	semapv:ManualMappingCuration		
wikidata:Q18362127	IAO:0100001	wikidata:Q414695	semapv:ManualMappingCuration		
wikidata:Q18362175	IAO:0100001	wikidata:Q411461	semapv:ManualMappingCuration		
wikidata:Q18362269	IAO:0100001	wikidata:Q413769	semapv:ManualMappingCuration		
wikidata:Q18362390	IAO:0100001	wikidata:Q13923477	semapv:ManualMappingCuration		
wikidata:Q18362482	IAO:0100001	wikidata:Q5140606	semapv:ManualMappingCuration		
wikidata:Q18362560	IAO:0100001	wikidata:Q255564	semapv:ManualMappingCuration		
wikidata:Q18362742	IAO:0100001	wikidata:Q419374	semapv:ManualMappingCuration		
wikidata:Q18362780	IAO:0100001	wikidata:Q2352958	semapv:ManualMappingCuration		
wikidata:Q18362835	IAO:0100001	wikidata:Q905750	semapv:ManualMappingCuration		
wikidata:Q18362888	IAO:0100001	wikidata:Q414567	semapv:ManualMappingCuration		
wikidata:Q18362894	IAO:0100001	wikidata:Q421396	semapv:ManualMappingCuration		
wikidata:Q18362930	IAO:0100001	wikidata:Q2212471	semapv:ManualMappingCuration		
wikidata:Q18362939	IAO:0100001	wikidata:Q421344	semapv:ManualMappingCuration		
wikidata:Q18362964	IAO:0100001	wikidata:Q898920	semapv:ManualMappingCuration		
wikidata:Q18363054	IAO:0100001	wikidata:Q187695	semapv:ManualMappingCuration		
wikidata:Q18363216	IAO:0100001	wikidata:Q204962	semapv:ManualMappingCuration		
wikidata:Q18363226	IAO:0100001	wikidata:Q204994	semapv:ManualMappingCuration		
wikidata:Q18363273	IAO:0100001	wikidata:Q412415	semapv:ManualMappingCuration		
wikidata:Q18363331	IAO:0100001	wikidata:Q1943387	semapv:ManualMappingCuration		
wikidata:Q18363340	IAO:0100001	wikidata:Q29397	semapv:ManualMappingCuration		
wikidata:Q18363374	IAO:0100001	wikidata:Q214863	semapv:ManualMappingCuration		
wikidata:Q18363380	IAO:0100001	wikidata:Q409021	semapv:ManualMappingCuration		
wikidata:Q18363438	IAO:0100001	wikidata:Q5615373	semapv:ManualMappingCuration		
wikidata:Q18363514	IAO:0100001	wikidata:Q416036	semapv:ManualMappingCuration		
wikidata:Q18363548	IAO:0100001	wikidata:Q266210	semapv:ManualMappingCuration		
wikidata:Q18363699	IAO:0100001	wikidata:Q3305849	semapv:ManualMappingCuration		
wikidata:Q18363727	IAO:0100001	wikidata:Q414196	semapv:ManualMappingCuration		
wikidata:Q18363818	IAO:0100001	wikidata:Q422241	semapv:ManualMappingCuration		
wikidata:Q18364000	IAO:0100001	wikidata:Q3051341	semapv:ManualMappingCuration		
wikidata:Q18364150	IAO:0100001	wikidata:Q411119	semapv:ManualMappingCuration		
wikidata:Q18364894	IAO:0100001	wikidata:Q254296	semapv:ManualMappingCuration		
wikidata:Q18367293	IAO:0100001	wikidata:Q15366704	semapv:ManualMappingCuration		
wikidata:Q18367633	IAO:0100001	wikidata:Q7301602	semapv:ManualMappingCuration		
wikidata:Q18367883	IAO:0100001	wikidata:Q321431	semapv:ManualMappingCuration		
wikidata:Q18367898	IAO:0100001	wikidata:Q2079998	semapv:ManualMappingCuration		
wikidata:Q18367993	IAO:0100001	wikidata:Q3407657	semapv:ManualMappingCuration		
wikidata:Q18368150	IAO:0100001	wikidata:Q423705	semapv:ManualMappingCuration		
wikidata:Q18369917	IAO:0100001	wikidata:Q225543	semapv:ManualMappingCuration		
wikidata:Q18370378	IAO:0100001	wikidata:Q321285	semapv:ManualMappingCuration		
wikidata:Q18370446	IAO:0100001	wikidata:Q199678	semapv:ManualMappingCuration		
wikidata:Q18370523	IAO:0100001	wikidata:Q408524	semapv:ManualMappingCuration		
wikidata:Q18371237	IAO:0100001	wikidata:Q182990	semapv:ManualMappingCuration		
wikidata:Q18371273	IAO:0100001	wikidata:Q408788	semapv:ManualMappingCuration		
wikidata:Q18371490	IAO:0100001	wikidata:Q413008	semapv:ManualMappingCuration		
wikidata:Q18372118	IAO:0100001	wikidata:Q151082	semapv:ManualMappingCuration		
wikidata:Q18372447	IAO:0100001	wikidata:Q314036	semapv:ManualMappingCuration		
wikidata:Q18372640	IAO:0100001	wikidata:Q311379	semapv:ManualMappingCuration		
wikidata:Q18372652	IAO:0100001	wikidata:Q15410973	semapv:ManualMappingCuration		
wikidata:Q18374422	IAO:0100001	wikidata:Q2858961	semapv:ManualMappingCuration		
wikidata:Q18375484	IAO:0100001	wikidata:Q414695	semapv:ManualMappingCuration		
wikidata:Q18375508	IAO:0100001	wikidata:Q2858961	semapv:ManualMappingCuration		
wikidata:Q18375619	IAO:0100001	wikidata:Q29397	semapv:ManualMappingCuration		
wikidata:Q18375726	IAO:0100001	wikidata:Q50694	semapv:ManualMappingCuration		
wikidata:Q18375850	IAO:0100001	wikidata:Q182990	semapv:ManualMappingCuration		
wikidata:Q18376101	IAO:0100001	wikidata:Q1154631	semapv:ManualMappingCuration		
wikidata:Q18376130	IAO:0100001	wikidata:Q420146	semapv:ManualMappingCuration		
wikidata:Q18376734	IAO:0100001	wikidata:Q5615373	semapv:ManualMappingCuration		
wikidata:Q18377031	IAO:0100001	wikidata:Q15427829	semapv:ManualMappingCuration		
wikidata:Q18377353	IAO:0100001	wikidata:Q29397	semapv:ManualMappingCuration		
wikidata:Q18377425	IAO:0100001	wikidata:Q5615373	semapv:ManualMappingCuration		
wikidata:Q18377468	IAO:0100001	wikidata:Q423746	semapv:ManualMappingCuration		
wikidata:Q18378831	IAO:0100001	wikidata:Q27290341	semapv:ManualMappingCuration		
wikidata:Q18384029	IAO:0100001	wikidata:Q162541	semapv:ManualMappingCuration		
