#did	when	nextofkin
Q21099598		Q4493223
Q15632883		Q4505495
Q16744214		Q4506468
Q27120732		Q4545677
Q72437559		Q4552287
Q21072995		Q4596780
Q55602696		Q4630845
Q65162334		Q4637097
Q82858172		Q4637107
Q22911488		Q4637150
Q9553399		Q4639580
Q65167219		Q4641508
Q28209619		Q27105083
Q60602795		Q27105380
Q72487825		Q27082613
Q72453479		Q27087257
Q96393794		Q27087639
Q81984378		Q27087955
Q72499467		Q27088385
Q72499846		Q27088391
Q24629709		Q27122043
Q5656545		Q4673302
Q5666476		Q4735230
Q9634827		Q4797577
Q13023767		Q4832566
Q27272196		Q4835750
Q65162569		Q4904728
Q76325377		Q4941885
Q107042772		Q5010979
Q65167358		Q5013584
Q72457727		Q27122604
Q27902943		Q27122704
Q15633278		Q27123040
Q82561672		Q27123041
Q106041957		Q27123322
Q108597992		Q27123328
Q109591669		Q27123397
Q72492295		Q27123485
Q43635077		Q27106130
Q76085485		Q27106130
Q105348200		Q27106819
Q105020517		Q27107249
Q48989209		Q27088611
Q28209459		Q27089141
Q65163846		Q27089141
Q72516671		Q27089252
Q96381068		Q27089355
Q31891857		Q21098913
Q27077053		Q21098992
Q86011426		Q21099000
Q63781419		Q21099119
Q22075892		Q21284261
Q86010989		Q21284261
Q24705169		Q21547155
Q65167772		Q6557635
Q111446640		Q6558704
Q76391050		Q6584200
Q110077206		Q6607156
Q65163150		Q6683498
Q111426879		Q6683498
Q86009080		Q6704977
Q65167798		Q6804390
Q9034125		Q6890329
Q18212043		Q7039308
Q11938863		Q7041263
Q27293695		Q7041506
Q9156233		Q7041828
Q10338328		Q7071155
Q65163448		Q7115043
Q16108999		Q7117948
Q63169777		Q27094867
Q76009727		Q27094973
Q72457060		Q27095103
Q72466819		Q27095380
Q27888045		Q27095539
Q27148436		Q27095645
Q28209670		Q27095781
Q65168105		Q408959
Q2205706		Q408977
Q1278507		Q409041
Q39075642		Q409041
Q16915875		Q409132
Q72488145		Q409132
Q65283208		Q409141
Q65168020		Q409697
Q15634243		Q409772
Q15709205		Q410074
Q12451411		Q410174
Q11321990		Q410296
Q25496828		Q410305
Q65309010		Q410374
Q12430374		Q410612
Q11950219		Q410744
Q16517024		Q410744
Q72501984		Q410744
Q18880700		Q411188
Q17633311		Q411283
Q97222115		Q411377
Q12458579		Q411386
Q12412892		Q411452
Q20965394		Q411452
Q97260476		Q411707
Q86011524		Q411732
Q12430630		Q411748
Q15646462		Q411840
Q12459102		Q412281
Q18212098		Q412323
Q12199287		Q412479
Q12246784		Q412479
Q15709254		Q412479
Q12460522		Q412803
Q12822450		Q412803
Q12819670		Q412825
Q19809312		Q412825
Q72481167		Q412867
Q12441970		Q412880
Q65168066		Q413105
Q12458453		Q413454
Q101992277		Q413454
Q65164773		Q413744
Q10408368		Q413953
Q12448476		Q414015
Q12420749		Q414035
Q12446713		Q414189
Q28501729		Q414299
Q18233601		Q1624428
Q7234715		Q1631815
Q15643850		Q1631815
Q3968253		Q1665556
Q7553367		Q1665556
Q15628455		Q1665556
Q61853869		Q1674400
Q22075759		Q1707877
Q3824402		Q1917053
Q15645626		Q2025070
Q5140871		Q2044524
Q4332845		Q2047953
Q18367898		Q2079998
Q111077330		Q2091382
Q56325864		Q2161003
Q16522580		Q2171601
Q4321591		Q2171654
Q12450393		Q2171654
Q4493235		Q2177832
Q21099599		Q2177832
Q571933		Q2177977
Q12430373		Q2189038
Q56411475		Q425295
Q15650448		Q425340
Q4321596		Q425370
Q65166136		Q425490
Q18213358		Q425640
Q25411542		Q425640
Q65285878		Q425640
Q7636171		Q425702
Q12016680		Q425702
Q20429818		Q425702
Q12719933		Q425928
Q4138812		Q426156
Q12857891		Q426156
Q65224569		Q426238
Q15651582		Q426607
Q19595876		Q467651
Q64800048		Q467651
Q19595878		Q467666
Q4205431		Q473459
Q4134954		Q473537
Q16634398		Q511627
Q12433098		Q528995
Q2335073		Q578446
Q3604501		Q578646
Q19702873		Q578646
Q13023768		Q599160
Q16651534		Q614708
Q12803622		Q654825
Q12098911		Q656004
Q16115605		Q656004
Q65419575		Q656004
Q72487521		Q685310
Q86004840		Q716544
Q7624770		Q735561
Q11312514		Q735561
Q27288182		Q787332
Q2578360		Q788535
Q22053947		Q793997
Q43133002		Q794810
Q63396017		Q796619
Q4491884		Q808219
Q10442145		Q808225
Q3647698		Q850729
Q4918360		Q866601
Q72446548		Q866601
Q2333055		Q883666
Q4124797		Q883696
Q12414757		Q899683
Q4213238		Q904160
Q72507636		Q905664
Q12547826		Q2025
Q12823558		Q2025
Q25561709		Q2025
Q25637873		Q2025
Q27910033		Q2025
Q65444337		Q2025
Q13165479		Q15277
Q18215		Q18216
Q5989209		Q18216
Q12916872		Q18216
Q15645551		Q18216
Q27885523		Q18216
Q65343445		Q18216
Q12435781		Q20994
Q12824272		Q23767
Q13169232		Q23767
Q26840852		Q23767
Q98140657		Q23767
Q15659619		Q27335
Q108730729		Q108730715
Q108730730		Q108730715
Q108730811		Q108730715
Q108730827		Q108730715
Q108730831		Q108730715
Q108730835		Q108730715
Q108730845		Q108730715
Q108730874		Q108730715
Q27133125		Q5420370
Q65167585		Q5439707
Q65167651		Q5613775
Q27271635		Q5631166
Q22679560		Q5651233
Q77505436		Q5679054
Q27133903		Q5715106
Q72516623		Q5814478
Q76010097		Q5969732
Q65167703		Q5986541
Q23049329		Q6086296
Q27292002		Q6108571
Q26840943		Q6135414
Q85874877		Q6135414
Q16359835		Q6424489
Q27083185		Q6460436
Q12435678		Q29397
Q18363340		Q29397
Q18375619		Q29397
Q18377353		Q29397
Q26991406		Q29397
Q65164369		Q39094
Q12549527		Q41576
Q72509508		Q7692792
Q12412642		Q7705229
Q86012228		Q7808816
Q15634347		Q7843940
Q27163590		Q7946880
Q72516834		Q8071932
Q27166515		Q8074586
Q27283459		Q8329767
Q20966924		Q10334930
Q48790879		Q10354103
Q86011256		Q10354103
Q20817216		Q10354588
Q65163773		Q10354588
Q17333533		Q10564318
Q72509204		Q27114835
Q72498485		Q27097971
Q97610390		Q27098240
Q72436429		Q27101856
Q72483573		Q27102091
Q65290218		Q41576
Q65312408		Q41576
Q25510246		Q42038
Q10379099		Q44944
Q3983769		Q45050
Q6096914		Q45050
Q65163753		Q45050
Q16442700		Q47192
Q10282971		Q58376
Q12956125		Q58397
Q4337168		Q59714
Q9180251		Q60168
Q13078507		Q60168
Q25627540		Q60168
Q12460765		Q71969
Q12822085		Q71969
Q16125532		Q71969
Q13458766		Q76933
Q12803505		Q82432
Q16651531		Q82432
Q21656715		Q116907
Q13167321		Q130365
Q19682010		Q130365
Q59543029		Q130365
Q65416957		Q130365
Q12830238		Q146368
Q65310060		Q146368
Q72501767		Q146368
Q12460767		Q150843
Q9288982		Q151028
Q12039475		Q151028
Q12250296		Q151028
Q12039488		Q151058
Q12430378		Q153418
Q97377947		Q153418
Q17625431		Q158539
Q20968567		Q158568
Q12821417		Q161296
Q15697719		Q161632
Q18384029		Q162541
Q12457086		Q164785
Q21657316		Q164785
Q86004619		Q166825
Q12963483		Q170304
Q66563043		Q170304
Q6759560		Q170617
Q7248360		Q170617
Q12425064		Q170617
Q12822510		Q170617
Q12957272		Q170617
Q20816878		Q170617
Q12958385		Q180912
Q72488345		Q180912
Q111445971		Q183554
Q13172145		Q184782
Q20824233		Q184782
Q65304206		Q184782
Q100257537		Q184782
Q65163551		Q188261
Q13173049		Q192717
Q12242964		Q193140
Q13171094		Q193213
Q25511652		Q193213
Q12415115		Q196680
Q13027509		Q203618
Q31887721		Q204701
Q12428834		Q204952
Q18406676		Q204968
Q21699402		Q205459
Q6881284		Q207442
Q12457511		Q207442
Q13170692		Q207442
Q25534756		Q207442
Q5807235		Q209257
Q10266369		Q209257
Q72510563		Q209280
Q2160432		Q209383
Q12457479		Q2232750
Q20904828		Q2242152
Q15694243		Q2271877
Q17516214		Q2271877
Q19931868		Q2294431
Q17117215		Q22075842
Q28852421		Q22075876
Q28852682		Q22075876
Q27116043		Q22328364
Q27461072		Q22574124
Q72472108		Q22668720
Q27467959		Q22807315
Q27117948		Q22808258
Q27291922		Q22829137
Q27103177		Q22912086
Q3604549		Q23038952
Q45410397		Q23419072
Q45410455		Q23462761
Q27089137		Q23671272
Q27088766		Q23759026
Q23978281		Q23775590
Q24800597		Q23775590
Q72481400		Q23804983
Q72515175		Q23808521
Q27074101		Q23901483
Q82893334		Q24629100
Q72461749		Q24644558
Q27102919		Q27096362
Q161502		Q10843705
Q50420236		Q10843705
Q72464746		Q10843706
Q15634154		Q10892265
Q4531838		Q10895734
Q25404394		Q10925136
Q15628097		Q11129396
Q27148437		Q11300469
Q65224187		Q11309564
Q27271212		Q11309648
Q19298761		Q11336142
Q65225400		Q11644408
Q18456700		Q11878802
Q27258821		Q12062715
Q27276988		Q12200614
Q27273825		Q12784331
Q25323977		Q12871966
Q27116604		Q12871966
Q86009788		Q13019044
Q24868171		Q13569061
Q18362390		Q13923477
Q11587658		Q14174835
Q16681084		Q14174835
Q59466636		Q14201168
Q59315034		Q14405541
Q63448768		Q15141591
Q86011380		Q15269680
Q19596614		Q15402014
Q51223214		Q15409359
Q72438298		Q27115508
Q107156941		Q27115760
Q28068139		Q27115777
Q28131931		Q27116348
Q4445832		Q3539686
Q27110371		Q3554446
Q10389804		Q3564216
Q14857146		Q3570984
Q74411515		Q3570984
Q63395782		Q3596743
Q15632762		Q3596751
Q72496011		Q3596761
Q21546946		Q3596764
Q10860161		Q3599043
Q19829920		Q3599216
Q23817595		Q3599216
Q21099558		Q3604544
Q4881583		Q3637540
Q112939028		Q3655338
Q27116993		Q3658304
Q12748706		Q3701934
Q6839404		Q3791962
Q27888060		Q3837481
Q22075890		Q3896308
Q21098918		Q3927866
Q76423917		Q3927866
Q18211876		Q3939892
Q4035575		Q3959958
Q76118413		Q3962322
Q5651236		Q4000097
Q47486590		Q4047010
Q17332867		Q4058308
Q103852837		Q27103365
Q48998837		Q27103575
Q423223		Q27103736
Q81976587		Q27074375
Q30315103		Q15410277
Q11314394		Q15410888
Q15726035		Q15627915
Q86004409		Q27116394
Q72497389		Q27117299
Q72480520		Q27103780
Q41875350		Q27104095
Q82224181		Q27104219
Q27460417		Q27104734
Q28208855		Q27104901
Q10878626		Q4073289
Q11644411		Q4073289
Q72504776		Q27076782
Q72461335		Q27076967
Q72470541		Q27077116
Q28209872		Q27077768
Q72480876		Q27077879
Q72482175		Q27078398
Q12429947		Q4093696
Q15633936		Q4096900
Q65167317		Q4100204
Q12416931		Q4117661
Q72515320		Q4134952
Q9376262		Q4138103
Q11549319		Q4138103
Q25386465		Q4162124
Q72480789		Q4162428
Q15631975		Q4202655
Q85984038		Q4291746
Q12802672		Q4301860
Q26836232		Q4301860
Q56277977		Q4332791
Q27281425		Q4332854
Q82870477		Q4346070
Q11994755		Q4357608
Q21051351		Q4363462
Q6046444		Q4391540
Q50557412		Q4445801
Q72503258		Q27135421
Q72480360		Q27136068
Q72486650		Q27138091
Q72491243		Q27185764
Q20817255		Q16634231
Q27258284		Q16682750
Q15726153		Q16712763
Q48996894		Q16736630
Q18211675		Q16833216
Q24628844		Q17134092
Q54826258		Q17337524
Q27124268		Q17519775
Q27096120		Q17521007
Q72504904		Q17572767
Q72515781		Q17639670
Q27247647		Q17989937
Q110291646		Q5045765
Q72516562		Q5057052
Q72516748		Q5087002
Q83154191		Q5087002
Q65167390		Q5104342
Q65173149		Q5135145
Q18362482		Q5140606
Q21099378		Q5186964
Q27117355		Q5197356
Q105760693		Q5198226
Q106039497		Q5198226
Q72461938		Q5264607
Q11309646		Q5277321
Q20817275		Q5277354
Q15633848		Q5280047
Q65167507		Q5283825
Q55662657		Q5322470
Q26959593		Q5373824
Q65167546		Q5375185
Q72508983		Q27123651
Q72493900		Q27107506
Q48968579		Q27108380
Q105343586		Q27108380
Q76005486		Q27092987
Q27120474		Q27093144
Q76422375		Q27093236
Q72438220		Q27093364
Q3604533		Q27093738
Q76114671		Q27093872
Q27282987		Q18211659
Q30596010		Q18212030
Q21099293		Q18212109
Q27279230		Q18212139
Q18218449		Q18212168
Q65224247		Q18214960
Q65167447		Q18350901
Q27113550		Q18354870
Q104991171		Q18356090
Q105121519		Q18356092
Q109435342		Q18385208
Q97377880		Q18416004
Q27109275		Q18472686
Q31324236		Q18720369
Q27117323		Q18844401
Q28529692		Q27125576
Q72483433		Q27094279
Q72495174		Q27094334
Q76506671		Q27094453
Q27274434		Q27094486
Q104249594		Q27094571
Q27103194		Q27094615
Q27461902		Q27094615
Q72510792		Q27094686
Q27463558		Q27094750
Q22138432		Q18882035
Q20164429		Q27110210
Q72485957		Q27110229
Q27117269		Q18883323
Q18888333		Q18888330
Q27117115		Q18888330
Q18888348		Q18888346
Q27117117		Q18888346
Q19705776		Q19291552
Q86004776		Q19596024
Q27127089		Q19614441
Q27291470		Q19687227
Q27275099		Q19903239
Q27106423		Q19903961
Q86009967		Q20706932
Q27261161		Q20706945
Q86007388		Q20707338
Q39045310		Q20817068
Q76393584		Q20817068
Q27266256		Q20817238
Q72508707		Q20892009
Q27265965		Q20978596
Q72506065		Q27166837
Q65225091		Q27127053
Q72491917		Q27133581
Q48996309		Q27147084
Q72452825		Q27162473
Q72474817		Q27163112
Q72506742		Q27163242
Q72451240		Q27163306
Q27458222		Q27130943
Q46998670		Q27134490
Q72487750		Q27147815
Q30692826		Q27194433
Q28456726		Q27159154
Q29572239		Q27159516
Q12880834		Q27159572
Q72487366		Q27144717
Q72496314		Q27144866
Q72452890		Q27145355
Q72509468		Q27145507
Q72509471		Q27145507
Q72486818		Q27145546
Q72482636		Q27195343
Q72497890		Q27151382
Q72439931		Q27137021
Q72466050		Q27166081
Q72516736		Q27166120
Q72505768		Q27166329
Q63088197		Q27155874
Q51797014		Q27137053
Q39045461		Q27137065
Q72487017		Q27137318
Q72439997		Q27185974
Q72446422		Q27186329
Q30314549		Q27158664
Q72498623		Q27139448
Q48862512		Q27140136
Q72487991		Q27140267
Q24869269		Q27253959
Q28131935		Q27263669
Q107615455		Q27263968
Q72471947		Q27210711
Q39045866		Q27254899
Q72491161		Q27160265
Q72496522		Q27160551
Q56352958		Q27161158
Q72466935		Q27161472
Q72517167		Q27162083
Q72495384		Q27198948
Q28209702		Q27255208
Q86012771		Q27255208
Q72516718		Q27256201
Q98970281		Q27266419
Q30716005		Q27258403
Q105093876		Q27275342
Q11855140		Q27275765
Q18212697		Q27275765
Q27699457		Q27275765
Q30314142		Q27275860
Q65225297		Q27269839
Q72496829		Q27270210
Q65063827		Q27282414
Q72508339		Q27282627
Q18642652		Q27259352
Q62091855		Q27259740
Q39045976		Q27260010
Q25473593		Q27276602
Q72443095		Q27276602
Q39045975		Q27237364
Q28209001		Q27270601
Q30948602		Q27270919
Q106966821		Q27271222
Q110232521		Q27271222
Q72472684		Q27277728
Q72508395		Q27260817
Q12087046		Q27271958
Q65224760		Q27272260
Q30895871		Q27272354
Q39045276		Q27251562
Q72497848		Q27284954
Q25473949		Q27279116
Q77420045		Q27261812
Q27430403		Q27262071
Q30314524		Q27262091
Q85984067		Q27252689
Q39045899		Q27252718
Q39045317		Q27272414
Q72507495		Q27272528
Q72436296		Q27272549
Q39050602		Q27273260
Q28131992		Q27280217
Q39045316		Q27285316
Q28410922		Q27262579
Q61084282		Q27293452
Q72460423		Q27458077
Q72517382		Q27458618
Q48862525		Q27256698
Q61082140		Q27256784
Q28130257		Q27268062
Q28131978		Q27268412
Q72478200		Q27225121
Q72488161		Q27225124
Q28208991		Q27273800
Q39050054		Q27273819
Q39060998		Q27215299
Q85984549		Q27257904
Q105163498		Q27274610
Q28131979		Q27268787
Q77512650		Q27225573
Q72436758		Q27225748
Q28209231		Q27286011
Q86005995		Q27286011
Q31352691		Q27280544
Q56412891		Q27280544
Q65225276		Q27280949
Q61082450		Q27281080
Q24884568		Q27293770
Q72513853		Q27286690
Q48845315		Q27286835
Q28109244		Q27287216
Q72438160		Q27459157
Q72440438		Q27459201
Q96377419		Q27460060
Q72479105		Q27460223
Q72461825		Q28130029
Q82907043		Q28131999
Q82957848		Q28151361
Q82944185		Q28209097
Q82988057		Q28209292
Q104389166		Q28209760
Q28950977		Q28487686
Q40204374		Q28797894
Q28959404		Q28959347
Q72437527		Q28959347
Q1281120		Q29529955
Q83128749		Q30594796
Q82940012		Q30682138
Q20966444		Q30899078
Q82925741		Q39045983
Q65502670		Q41343261
Q28131940		Q27281958
Q39045887		Q27281963
Q72499780		Q27282153
Q72463641		Q27460275
Q72434725		Q27460931
Q72505884		Q27461122
Q72437987		Q27461126
Q65224627		Q27294592
Q72482269		Q27295510
Q27902948		Q27288024
Q28913591		Q27288465
Q77421207		Q44011638
Q75062596		Q44284272
Q86008959		Q48845417
Q16636743		Q48938043
Q76728567		Q48996378
Q111947654		Q51617477
Q55582311		Q52652887
Q82962354		Q55630984
Q82251870		Q56054496
Q72492200		Q27461445
Q72458213		Q27461808
Q28131959		Q27295932
Q72465612		Q27447236
Q72493062		Q27447758
Q72500076		Q27449783
Q72441777		Q27449797
Q72467254		Q27449859
Q72438080		Q27451304
Q72480219		Q27451374
Q39045856		Q27289488
Q72480359		Q27462354
Q72455690		Q27463045
Q47533062		Q27290582
Q72508532		Q27290668
Q65225469		Q67879901
Q90550011		Q67879913
Q72499484		Q67880165
Q72457922		Q69754401
Q72434853		Q69754413
Q72462629		Q69755156
Q72453858		Q69755202
Q72473668		Q69756386
Q72472767		Q69756797
Q72494335		Q69756938
Q72441284		Q69756944
Q72483409		Q69757719
Q72476579		Q69757832
Q72437477		Q69758839
Q72454526		Q69758927
Q72492837		Q69999907
Q76393682		Q72443015
Q12357824		Q72443356
Q76393807		Q72444085
Q76421623		Q72444193
Q72515653		Q27466714
Q72442953		Q27466778
Q72443253		Q27466780
Q76415697		Q72435348
Q76414595		Q72435971
Q72468220		Q63392629
Q72452172		Q63392670
Q72469707		Q63392913
Q72514223		Q63393030
Q72453486		Q63393331
Q72472183		Q63393378
Q72499161		Q63393463
Q72515488		Q63393709
Q72511590		Q63395275
Q72514275		Q63395280
Q72504753		Q63395377
Q72480231		Q63395389
Q111198815		Q72446884
Q72489662		Q63395476
Q72468875		Q63395501
Q72456510		Q63395571
Q72461790		Q63395583
Q72468924		Q63395625
Q72445094		Q63395760
Q72491579		Q63396089
Q72467489		Q63396338
Q72490196		Q63396416
Q72448499		Q63396463
Q72471418		Q63396515
Q72476903		Q27454670
Q72490181		Q27467623
Q6328842		Q27894221
Q65167736		Q27894221
Q63989777		Q56558698
Q65162560		Q56559272
Q86005751		Q56641725
Q72493881		Q57826857
Q82917031		Q58461277
Q105252407		Q59293564
Q22127831		Q59982828
Q83086270		Q61082121
Q72483500		Q61721231
Q72482752		Q27451589
Q72445321		Q27451626
Q72472901		Q27451635
Q72460322		Q27451766
Q72492077		Q27451955
Q72442253		Q27464698
Q72462666		Q27452737
Q72501921		Q27452740
Q65167478		Q62018615
Q72475789		Q63391562
Q72489604		Q63391599
Q72443740		Q63391957
Q72515465		Q63392148
Q72471567		Q63392162
Q72474764		Q63392344
Q72504935		Q63392382
Q72480316		Q70000102
Q27465508		Q27465507
Q27216136		Q27453557
Q72491849		Q27453631
Q72441414		Q27453670
Q72494070		Q27453933
Q104400406		Q72492672
Q85983751		Q72493361
Q72511067		Q63396553
Q72517371		Q63396588
Q72470807		Q63396620
Q72489162		Q63396643
Q72471717		Q63398064
Q72480568		Q63398130
Q72454634		Q63398186
Q72479187		Q63398308
Q72492220		Q63398365
Q72518121		Q63398410
Q72504049		Q63398674
Q72490243		Q63398755
Q72449246		Q63398883
Q65225766		Q63398903
Q72434847		Q63398903
Q72470968		Q63398957
Q72486434		Q63398977
Q72438058		Q63399175
Q72496551		Q63399286
Q72470306		Q63399392
Q72494385		Q63399425
Q72508445		Q27455330
Q72482975		Q27455355
Q72464527		Q27455442
Q72504628		Q27455708
Q72517164		Q27455731
Q72497049		Q27455865
Q72504631		Q27456165
Q76139643		Q72447340
Q76416767		Q72447996
Q76414710		Q72437770
Q72434202		Q63399468
Q72468805		Q63399482
Q72489360		Q63399541
Q72440240		Q63399605
Q72488764		Q63408662
Q72480442		Q63408719
Q72437169		Q63408739
Q72449110		Q63408753
Q72514641		Q63408813
Q72511711		Q63408907
Q72477102		Q63408947
Q72446914		Q63408982
Q72441445		Q63408985
Q72460608		Q27456335
Q27456455		Q27456453
Q72497967		Q27456501
Q72497127		Q27456759
Q72497361		Q27456949
Q76423615		Q72439632
Q76545695		Q72439718
Q76145938		Q72439826
Q76005530		Q72448679
Q76393751		Q72448960
Q76393726		Q72449077
Q76393632		Q72460561
Q72489210		Q63409003
Q77495683		Q63409166
Q72495220		Q63409211
Q72499119		Q63409278
Q72469259		Q63409372
Q72509536		Q63409465
Q72501266		Q63409533
Q72473489		Q63409542
Q72462527		Q63409546
Q72441030		Q63409555
Q72486675		Q63409584
Q85983439		Q63409584
Q72470206		Q63409629
Q72479047		Q63409645
Q76506743		Q72472987
Q76145889		Q72461473
Q105225632		Q72461968
Q76506932		Q72440324
Q76393604		Q72440631
Q76416557		Q72440744
Q76415822		Q72440886
Q76416220		Q72441106
Q76010356		Q72441180
Q77518280		Q72441206
Q76534394		Q72441526
Q76416201		Q72450070
Q76139607		Q72450353
Q81989201		Q65224190
Q10869280		Q65224931
Q26841351		Q65224942
Q75069543		Q72462377
Q76005780		Q72441968
Q76416693		Q72441993
Q5770507		Q72487279
Q97174669		Q72487279
Q76393769		Q72487341
Q104994407		Q72487546
Q76146026		Q72452933
Q76415774		Q72444596
Q81013486		Q72444950
Q107766971		Q72445356
Q76423280		Q72478661
Q76416882		Q72489551
Q106041313		Q72501940
Q76414753		Q72502413
Q76421648		Q72502827
Q104414886		Q72516602
Q76506611		Q72490205
Q76422986		Q72490383
Q76416213		Q72479031
Q76421572		Q72504211
Q76148932		Q72504590
Q76100721		Q72505009
Q76728549		Q72480846
Q76416626		Q72481688
Q76010053		Q72470566
Q76005964		Q72506683
Q74411052		Q72481789
Q76416492		Q72483091
Q76309589		Q72472517
Q76416233		Q72472882
Q109852715		Q72494122
Q76146051		Q72483216
Q105144353		Q72483328
Q76512051		Q72483650
Q104726484		Q72484121
Q76005938		Q72515291
Q77493343		Q72515317
Q76393773		Q72515951
Q76003332		Q72516061
Q76009922		Q72516200
Q76144429		Q72516250
Q76148948		Q72510211
Q76009766		Q72498254
Q74713961		Q74417010
Q27279885		Q72500032
Q85982119		Q72513455
Q104401113		Q72513711
Q79773961		Q72515028
Q27460118		Q76640893
Q101063836		Q76808178
Q104386742		Q82001593
Q82854750		Q82006184
Q82865274		Q82006376
Q83001150		Q82006761
Q22829047		Q82002635
Q82921004		Q82003957
Q82949164		Q82019182
Q82939672		Q82020072
Q82985253		Q82010306
Q83014832		Q80294068
Q81993949		Q81013815
Q81976192		Q81976043
Q81977415		Q81977114
Q82965059		Q82016763
Q85983939		Q82041718
Q82893127		Q82037493
Q82965497		Q82037820
Q82860989		Q82070967
Q82857491		Q82081542
Q83927665		Q82205481
Q82140751		Q82140749
Q97207086		Q82246881
Q111333862		Q82364876
Q82859412		Q82367394
Q82860414		Q82372880
Q85983655		Q82379414
Q83701194		Q82437188
Q41796307		Q82488818
Q85977261		Q82661443
Q97572642		Q82776831
Q91195333		Q82854414
Q96376831		Q82896529
Q98525419		Q82981692
Q86358038		Q82942297
Q85851633		Q83076766
Q110281495		Q83029672
Q97206867		Q83056373
Q65224160		Q83044588
Q10431606		Q83060888
Q85161563		Q83063005
Q97463926		Q83068904
Q108203427		Q83071015
Q90487515		Q90487514
Q90487667		Q90487666
Q90487714		Q90487713
Q90487731		Q90487730
Q90487761		Q90487760
Q90487834		Q90487833
Q90488007		Q90488006
Q90488032		Q90488031
Q90488116		Q90488113
Q90488120		Q90488119
Q90488401		Q90488400
Q90488441		Q90488439
Q90488469		Q90488467
Q90488870		Q90488869
Q90561058		Q90561057
Q90561217		Q90561216
Q90561597		Q90561596
Q90561624		Q90561623
Q90562005		Q90562004
Q90562169		Q90562168
Q90562217		Q90562216
Q90562446		Q90562445
Q90562532		Q90562531
Q90562625		Q90562624
Q112875946		Q83111976
Q96399036		Q83118112
Q12871800		Q83112295
Q27256909		Q83528898
Q89778348		Q89821422
Q90485952		Q90485951
Q90486426		Q90486425
Q90486925		Q90486924
Q90487061		Q90487060
Q90487244		Q90487243
Q90487373		Q90487372
Q90487379		Q90487378
Q90489194		Q90489193
Q90489311		Q90489310
Q90489466		Q90489465
Q90489477		Q90489476
Q90489823		Q90489822
Q90490010		Q90490009
Q90491505		Q90491504
Q90491843		Q90491842
Q90492018		Q90492017
Q90492323		Q90492322
Q90492352		Q90492351
Q90492366		Q90492365
Q90492790		Q90492789
Q90493014		Q90493013
Q90493075		Q90493074
Q90493081		Q90493079
Q90493169		Q90493168
Q90493319		Q90493318
Q90493607		Q90493606
Q90493667		Q90493666
Q90493909		Q90493908
Q90494171		Q90494170
Q90494550		Q90494549
Q90494553		Q90494552
Q108508068		Q104915253
Q90552377		Q90552376
Q90552392		Q90552390
Q90552393		Q90552390
Q90552490		Q90552489
Q90552540		Q90552539
Q90552607		Q90552606
Q90552691		Q90552690
Q90552806		Q90552805
Q90552936		Q90552935
Q90552979		Q90552978
Q90553022		Q90553021
Q90553029		Q90553028
Q90553159		Q90553156
Q90553163		Q90553160
Q90553314		Q90553313
Q90553315		Q90553313
Q90553327		Q90553325
Q90553542		Q90553541
Q90553634		Q90553633
Q90559057		Q90559054
Q90559397		Q90559396
Q90559494		Q90559493
Q90559498		Q90559497
Q90559653		Q90559651
Q90560030		Q90560029
Q90560187		Q90560185
Q90560292		Q90560291
Q90560587		Q90560586
Q90494762		Q90494761
Q90494789		Q90494788
Q90494894		Q90494893
Q90495044		Q90495043
Q90495072		Q90495071
Q90495404		Q90495403
Q90495587		Q90495586
Q90495887		Q90495886
Q90495896		Q90495895
Q90496317		Q90496316
Q90496521		Q90496520
Q90496704		Q90496703
Q90496707		Q90496706
Q90562772		Q90562771
Q90563107		Q90563106
Q90563238		Q90563237
Q90563543		Q90563542
Q90563953		Q90563951
Q90564238		Q90564237
Q90551111		Q90551110
Q90551113		Q90551110
Q90551207		Q90551206
Q90551302		Q90551301
Q90551397		Q90551396
Q104994704		Q96407548
Q76100203		Q96621116
Q104924900		Q104923452
Q90551559		Q90551558
Q90551959		Q90551958
Q90551988		Q90551987
Q90552028		Q90552027
Q90552116		Q90552114
Q90552118		Q90552114
Q90552119		Q90552114
Q90552147		Q90552146
Q90552156		Q90552151
Q90552165		Q90552163
Q90552174		Q90552173
Q90552249		Q90552248
Q108443800		Q104172048
Q44267094		Q104935906
Q90555114		Q90555113
Q90555252		Q90555250
Q90555407		Q90555405
Q90555459		Q90555458
Q90555503		Q90555502
Q90555538		Q90555537
Q90555599		Q90555597
Q90555604		Q90555603
Q90555606		Q90555603
Q90555616		Q90555615
Q90555652		Q90555651
Q90555659		Q90555658
Q90555791		Q90555790
Q90555793		Q90555792
Q90555813		Q90555811
Q90555820		Q90555811
Q90555837		Q90555836
Q90555841		Q90555836
Q90555846		Q90555845
Q90555849		Q90555845
Q90555848		Q90555847
Q90555855		Q90555854
Q90555858		Q90555857
Q27105916		Q104250346
Q108265907		Q104254423
Q90553818		Q90553815
Q90553974		Q90553973
Q90553975		Q90553973
Q90554157		Q90554154
Q90554474		Q90554472
Q90554604		Q90554602
Q90554759		Q90554755
Q90554769		Q90554768
Q90554780		Q90554779
Q90554824		Q90554823
Q90554862		Q90554861
Q90554865		Q90554861
Q90556020		Q90556019
Q90556242		Q90556241
Q90556681		Q90556680
Q90556967		Q90556966
Q90556999		Q90556998
Q90557154		Q90557152
Q90557818		Q90557817
Q90557822		Q90557820
Q90558418		Q90558417
Q105089654		Q105089639
