#did	when	nextofkin
Q106634555		Q63395330
Q72440360		Q63395398
Q72490477		Q63395477
Q72505843		Q63395558
Q72466844		Q63395600
Q72475192		Q63395619
Q70728471		Q63395848
Q72489353		Q63395955
Q72439132		Q27458198
Q76084666		Q72449182
Q76414872		Q72449428
Q76139660		Q72449572
Q76511698		Q72449711
Q76006056		Q72449859
Q76393692		Q72450072
Q72461537		Q27459158
Q72441779		Q27451287
Q72460277		Q27451305
Q72472205		Q27451477
Q72456644		Q27451676
Q72459733		Q27451940
Q72456803		Q27451956
Q28209685		Q27284205
Q73318237		Q27463661
Q72437670		Q27463669
Q72458532		Q27463888
Q72503835		Q27463939
Q72508458		Q27463950
Q65225083		Q27292539
Q85983395		Q27292775
Q28209226		Q27292877
Q28131943		Q27292917
Q28941888		Q27293542
Q82034326		Q28455202
Q32908971		Q28529699
Q28852683		Q28852422
Q47495778		Q29207042
Q105337388		Q29213697
Q47495773		Q29476365
Q65063838		Q30161489
Q4456648		Q30301206
Q27147740		Q30314945
Q82299619		Q30647374
Q82925846		Q30694344
Q72465362		Q30717050
Q36496720		Q32039197
Q412609		Q32904692
Q97172692		Q32904692
Q44319233		Q43217268
Q57897760		Q44186030
Q72448322		Q27452765
Q72434322		Q27452897
Q72461715		Q27285095
Q47006035		Q27293804
Q45414671		Q27464491
Q72463077		Q27464672
Q48773206		Q27285374
Q76145891		Q72440271
Q76416945		Q72440305
Q72438170		Q63396122
Q72486013		Q63396194
Q72472041		Q63396251
Q72493624		Q63396286
Q72443502		Q63396302
Q72434376		Q63396491
Q72455000		Q63396529
Q72472156		Q63398062
Q72467650		Q63398198
Q72445443		Q63398279
Q97205523		Q63398378
Q72461561		Q63398390
Q72486420		Q63398483
Q4233114		Q72460907
Q76146034		Q72461905
Q76512678		Q72450349
Q76146163		Q72450595
Q76416079		Q72450614
Q76393767		Q72451008
Q72451224		Q63398632
Q72490551		Q63398875
Q72506957		Q63398893
Q72467460		Q63399065
Q72460714		Q63399195
Q72503071		Q63399246
Q72493666		Q63399287
Q72494594		Q63399485
Q72468188		Q63399534
Q72474882		Q63399716
Q72496252		Q63399729
Q72513688		Q63399810
Q76422804		Q72462256
Q76414502		Q72462876
Q72506404		Q27461123
Q28208983		Q27294689
Q39045837		Q27294935
Q61082603		Q27295047
Q72462397		Q27453017
Q72435179		Q27453043
Q72440155		Q27453122
Q72468821		Q27453630
Q72508618		Q27465510
Q72506372		Q27466042
Q72487786		Q27295516
Q72499440		Q27295608
Q72441209		Q27449843
Q72441862		Q27449844
Q72477670		Q69756353
Q72510217		Q69756362
Q72456021		Q69756395
Q72517424		Q69756791
Q72473337		Q69756837
Q72450441		Q69756872
Q72460192		Q69757114
Q72495325		Q69757750
Q72491906		Q69757774
Q72465249		Q69757827
Q72488069		Q69757993
Q72467417		Q69757995
Q72441451		Q69758064
Q72517996		Q69758819
Q72438897		Q69758845
Q72470716		Q69758864
Q72451658		Q69758948
Q72451841		Q69999947
Q72492113		Q69999963
Q72517186		Q70000014
Q72457491		Q70000027
Q72460518		Q70000075
Q72485004		Q27467822
Q72461725		Q27468078
Q113172387		Q27699277
Q72513762		Q27888209
Q104214099		Q27888424
Q72506170		Q48844971
Q83121199		Q48996255
Q55168395		Q55168356
Q56236194		Q55168356
Q82935460		Q55608811
Q77278966		Q56025279
Q72441972		Q56119216
Q77569326		Q57584186
Q72467247		Q27453763
Q72507649		Q27453778
Q72435873		Q27453815
Q72446316		Q27454273
Q72503938		Q27454428
Q72437696		Q27454543
Q57907730		Q27894258
Q104923374		Q27895420
Q77566193		Q72484495
Q76005950		Q72485409
Q76512109		Q72510287
Q76423552		Q72510630
Q76511248		Q72510783
Q76305528		Q72457266
Q77483830		Q72457342
Q76416976		Q72466294
Q82943438		Q72487544
Q76406809		Q72501187
Q72489755		Q63408881
Q72513854		Q63408912
Q72460337		Q63408934
Q65456005		Q63408969
Q72485862		Q63409048
Q72484156		Q63409210
Q72472547		Q63409241
Q72449563		Q63409352
Q72491909		Q63409361
Q72499822		Q63409407
Q72479960		Q63409498
Q76416630		Q72442709
Q76139680		Q72442808
Q77380855		Q72464029
Q85727747		Q72464116
Q72490345		Q63409673
Q72453906		Q63409888
Q85750044		Q64606274
Q82863958		Q65224426
Q76513157		Q72444569
Q76415867		Q72445021
Q76390052		Q72472861
Q28687100		Q65225320
Q77509985		Q65369364
Q77624581		Q67457937
Q76390086		Q72467475
Q23795683		Q72467879
Q76414805		Q72468803
Q76010021		Q72488991
Q72469770		Q72469767
Q97358631		Q72469930
Q76146119		Q72478163
Q76416400		Q72478605
Q76416822		Q72478606
Q76393710		Q72478631
Q76146021		Q72478736
Q76416129		Q72478767
Q86081131		Q72508840
Q63409893		Q72491286
Q105276893		Q72470897
Q104982850		Q72470959
Q76421501		Q72480643
Q76415281		Q72480952
Q76005981		Q72506691
Q76303590		Q72506747
Q82006031		Q72482207
Q76416449		Q72482425
Q76084528		Q72493317
Q75069434		Q72482782
Q76506433		Q72483129
Q76416578		Q72483315
Q82941703		Q72483431
Q76416175		Q72483968
Q76614149		Q72494051
Q76622152		Q72494873
Q106902899		Q72486971
Q72495633		Q72495635
Q82996225		Q72496467
Q76310784		Q72512801
Q76139670		Q72497139
Q77368827		Q72497371
Q104375872		Q72497505
Q85981876		Q72498426
Q98392208		Q76421688
Q97207031		Q72514090
Q97205387		Q72514093
Q76416595		Q72515268
Q76279856		Q72499581
Q76393791		Q72515552
Q76309553		Q72515635
Q76139734		Q72516002
Q76003336		Q72516037
Q76421525		Q72516123
Q104524435		Q72516137
Q76005784		Q72516346
Q76006086		Q72516507
Q96079061		Q76620422
Q100980043		Q76296788
Q106943341		Q76415200
Q22075907		Q76415423
Q76306499		Q75053077
Q82542059		Q81982946
Q82188822		Q81014003
Q81977997		Q81056292
Q81983806		Q81737501
Q81977119		Q81976595
Q100601024		Q81986210
Q83005896		Q82023374
Q82006474		Q81986484
Q82854583		Q82006074
Q82863782		Q82006086
Q82854360		Q82006198
Q82958606		Q82006237
Q82891905		Q82006246
Q82866578		Q82006403
Q82968608		Q82006528
Q82969001		Q82006532
Q83001662		Q82006648
Q82930583		Q82006681
Q82960749		Q82006705
Q82978413		Q82006886
Q82899013		Q82007097
Q83005989		Q82016376
Q90008613		Q81992217
Q82857487		Q82062448
Q82955842		Q82033421
Q82924277		Q82047150
Q85983600		Q82102630
Q82078571		Q82078566
Q82949302		Q82079751
Q97207045		Q82272714
Q15726159		Q82410008
Q108611654		Q82427107
Q103607537		Q82458773
Q105459654		Q82479150
Q91195441		Q82892685
Q82006274		Q82917053
Q98525408		Q82969290
Q111831621		Q82970971
Q97206263		Q83009614
Q57082471		Q83055321
Q25474280		Q83082219
Q106725601		Q83083509
Q97169599		Q83095851
Q97354924		Q83086748
Q96402102		Q83077194
Q90495660		Q90495657
Q90491836		Q90491835
Q90491855		Q90491854
Q90491864		Q90491863
Q90491892		Q90491891
Q90492329		Q90492327
Q90492689		Q90492688
Q90492716		Q90492715
Q90493003		Q90493001
Q90493086		Q90493085
Q90493288		Q90493287
Q90493308		Q90493307
Q90493334		Q90493333
Q90493342		Q90493341
Q90493458		Q90493456
Q105163136		Q90519313
Q90493585		Q90493584
Q90493604		Q90493603
Q90493964		Q90493963
Q90494037		Q90494036
Q90494100		Q90494099
Q90494124		Q90494123
Q90494436		Q90494435
Q90494692		Q90494691
Q90494906		Q90494905
Q90494989		Q90494988
Q90495004		Q90495002
Q90495033		Q90495031
Q90495197		Q90495195
Q90495216		Q90495215
Q90495460		Q90495459
Q90486184		Q90486183
Q90486315		Q90486314
Q90495862		Q90495860
Q90496045		Q90496044
Q90496211		Q90496210
Q90486613		Q90486612
Q90486630		Q90486629
Q90487031		Q90487030
Q90487054		Q90487053
Q90487095		Q90487094
Q90487123		Q90487121
Q90487287		Q90487286
Q90487313		Q90487312
Q90487332		Q90487331
Q90487369		Q90487368
Q90487739		Q90487738
Q90487753		Q90487752
Q90487915		Q90487914
Q90488065		Q90488064
Q90488102		Q90488101
Q90488264		Q90488263
Q90488319		Q90488318
Q90488322		Q90488321
Q90488862		Q90488861
Q90489010		Q90489009
Q90489043		Q90489042
Q90489119		Q90489118
Q90489226		Q90489225
Q90489229		Q90489228
Q90489612		Q90489611
Q106029787		Q90546665
Q90489773		Q90489772
Q90489789		Q90489788
Q90489812		Q90489811
Q90489818		Q90489817
Q90490496		Q90490495
Q90491364		Q90491363
Q90491420		Q90491419
Q90491588		Q90491586
Q90491597		Q90491596
Q90559143		Q90559140
Q90559244		Q90559242
Q90559394		Q90559390
Q90559482		Q90559481
Q90559559		Q90559558
Q90559576		Q90559575
Q90559606		Q90559605
Q90559670		Q90559667
Q90559922		Q90559921
Q90560089		Q90560088
Q90561181		Q90561178
Q90561529		Q90561528
Q90561628		Q90561627
Q90561730		Q90561729
Q90562145		Q90562143
Q90551033		Q90551032
Q90551085		Q90551084
Q90551091		Q90551090
Q90551100		Q90551099
Q90551135		Q90551134
Q90551247		Q90551245
Q90562479		Q90562477
Q90562982		Q90562981
Q90563105		Q90563103
Q90563541		Q90563540
Q90551365		Q90551360
Q90551588		Q90551587
Q90551969		Q90551968
Q90552033		Q90552031
Q90552083		Q90552082
Q90552199		Q90552197
Q65058387		Q104986978
Q90552263		Q90552262
Q90552286		Q90552285
Q90552311		Q90552307
Q90552340		Q90552339
Q90552341		Q90552339
Q90552657		Q90552654
Q90552659		Q90552658
Q90552847		Q90552846
Q90552852		Q90552850
Q90552855		Q90552854
Q90552907		Q90552906
Q90552908		Q90552906
Q90553078		Q90553076
Q90553228		Q90553227
Q90553247		Q90553246
Q90553248		Q90553246
Q90563907		Q90563906
Q90563947		Q90563946
Q90564109		Q90564108
Q82193178		Q91846517
Q109229641		Q93475399
Q106857337		Q96378928
Q90520520		Q96386512
Q82916900		Q97356621
Q83019994		Q97585745
Q90553401		Q90553400
Q90553407		Q90553406
Q90553450		Q90553449
Q90553535		Q90553534
Q90553540		Q90553539
Q90553828		Q90553827
Q90553862		Q90553859
Q90553861		Q90553860
Q90553880		Q90553879
Q90553889		Q90553888
Q90554059		Q90554058
Q90554093		Q90554092
Q90554324		Q90554323
Q90554327		Q90554323
Q90554349		Q90554348
Q90554352		Q90554348
Q90554412		Q90554411
Q90554497		Q90554496
Q90554498		Q90554496
Q90554525		Q90554524
Q90554574		Q90554571
Q90554578		Q90554571
Q90554775		Q90554772
Q90554956		Q90554954
Q90554983		Q90554982
Q90555063		Q90555062
Q90555116		Q90555115
Q90555261		Q90555259
Q90555289		Q90555288
Q90555423		Q90555422
Q90555449		Q90555444
Q90555476		Q90555475
Q90555700		Q90555698
Q90556053		Q90556052
Q90556167		Q90556165
Q90556607		Q90556606
Q90557017		Q90557015
Q90557149		Q90557148
Q90557579		Q90557577
Q90557608		Q90557606
Q90557746		Q90557744
Q90557969		Q90557968
Q90558288		Q90558287
Q90558497		Q90558496
Q90558624		Q90558623
Q105192875		Q105192872
Q105199216		Q105199190
Q81985934		Q106684416
Q106009799		Q106009789
Q106010793		Q106010201
Q107140047		Q107140016
Q107140052		Q107140022
Q107140057		Q107140027
Q107140059		Q107140028
Q106030490		Q106030213
Q3604523		Q416341
Q63390538		Q416407
Q20817133		Q416427
Q85978051		Q416643
Q15693921		Q416759
Q23501247		Q416775
Q72515031		Q416775
Q1123339		Q416860
Q6017095		Q416860
Q12419330		Q416860
Q25389502		Q416929
Q12721178		Q417240
Q86006137		Q417343
Q15726191		Q417362
Q72478257		Q417362
Q9348161		Q417542
Q55664355		Q418057
Q17627956		Q418071
Q65168074		Q418101
Q111361883		Q418130
Q27294344		Q418276
Q2906478		Q418288
Q6160558		Q418288
Q72459723		Q418320
Q12415669		Q418679
Q13023740		Q418725
Q17633204		Q418951
Q12963301		Q419140
Q5839884		Q419552
Q63399687		Q419552
Q63392431		Q419572
Q12456626		Q419742
Q15668918		Q419784
Q15657554		Q419900
Q12424968		Q419919
Q12458802		Q420070
Q25521459		Q420074
Q4706775		Q420383
Q12429948		Q420489
Q106038756		Q106038755
Q12416993		Q372291
Q16114209		Q372291
Q104503964		Q372291
Q21573692		Q377342
Q3706992		Q377552
Q21098824		Q377552
Q65162773		Q377552
Q65162721		Q383730
Q17633312		Q385662
Q65167768		Q402846
Q5637407		Q407786
Q12821415		Q408022
Q13167782		Q408022
Q15734248		Q408283
Q15726021		Q408437
Q6059002		Q408510
Q21704162		Q408626
Q72461291		Q408626
Q65164381		Q408637
Q12460150		Q408925
Q25482432		Q408925
Q12452075		Q409173
Q12452080		Q409173
Q12831556		Q409173
Q13167266		Q409173
Q20963967		Q409173
Q12415638		Q409184
Q25527520		Q409184
Q31384858		Q409184
Q31174133		Q409199
Q7187421		Q409251
Q12830057		Q409292
Q12412893		Q409298
Q12821418		Q409298
Q12796413		Q409309
Q3998705		Q409516
Q12425070		Q409622
Q28715335		Q409632
Q111327117		Q409632
Q97170905		Q409648
Q12451417		Q409701
Q30893407		Q409712
Q30895223		Q409712
Q25366173		Q409921
Q12762799		Q410056
Q25491164		Q410069
Q12430356		Q410116
Q12441548		Q410278
Q25531273		Q410278
Q20972160		Q410517
Q55663855		Q410618
Q11796518		Q410656
Q16123657		Q410656
Q113277471		Q410794
Q15659995		Q410842
Q60914093		Q410842
Q15668592		Q410875
Q16634236		Q411155
Q72507677		Q411155
Q25531224		Q411202
Q12435676		Q411221
Q12451568		Q411260
Q15698032		Q411266
Q12416942		Q411381
Q6146947		Q411462
Q12421755		Q411467
Q28714866		Q411635
Q56353549		Q411659
Q12448472		Q411720
Q12451569		Q411848
Q16115623		Q411848
Q13218144		Q411932
Q9254396		Q412050
Q11942916		Q412050
Q25534306		Q412078
Q4359355		Q412328
Q4498181		Q412340
Q25532690		Q412403
Q18363273		Q412415
Q12439525		Q412429
Q13174250		Q412429
Q24755507		Q412429
Q12447922		Q412441
Q12445509		Q412491
Q5781409		Q412556
Q13173551		Q412556
Q16115614		Q412573
Q19706326		Q412573
Q12821901		Q412690
Q65163020		Q412742
Q4200855		Q412974
Q3658290		Q413629
Q18235271		Q413672
Q12414760		Q413918
Q19659541		Q413918
Q65216879		Q413929
Q3711864		Q413968
Q41508109		Q414030
Q18363727		Q414196
Q4505490		Q414555
Q19375052		Q414555
Q21704143		Q414555
Q65313176		Q414555
Q86006125		Q414555
Q10380979		Q414732
Q12448201		Q414825
Q20458086		Q415144
Q3705993		Q415304
Q10446282		Q415304
Q12442537		Q415484
Q16634170		Q415520
Q12078576		Q415578
Q12206968		Q415709
Q16086210		Q415709
Q12442958		Q415872
Q12439610		Q415945
Q72499412		Q415945
Q18480447		Q415957
Q12460948		Q416054
Q3492862		Q416154
Q12433093		Q416253
Q21099116		Q424963
Q76403360		Q425064
Q4457910		Q425176
Q3792046		Q425258
Q15726052		Q425258
Q12435679		Q425274
Q3909990		Q425296
Q65168084		Q425296
Q12430029		Q425475
Q15633799		Q425475
Q4456637		Q425777
Q20965131		Q425777
Q97573474		Q426081
Q4311981		Q426605
Q2635452		Q426938
Q19704444		Q473367
Q51057152		Q473367
Q65255599		Q473367
Q13081798		Q473480
Q49081279		Q518114
Q65167805		Q572796
Q15709151		Q579348
Q61990513		Q660090
Q4064284		Q745794
Q10264728		Q749664
Q15709223		Q754690
Q4138096		Q804150
Q2913874		Q808217
Q65167700		Q902379
Q15633798		Q903353
Q15645487		Q903353
Q23610634		Q903362
Q65285440		Q903362
Q12430804		Q903387
Q10878606		Q904612
Q17189287		Q904612
Q61084653		Q904612
Q72504539		Q4498243
Q25905965		Q4532987
Q20966525		Q4536242
Q24877098		Q4536242
Q49000100		Q4536242
Q16141599		Q4545655
Q27121201		Q4545655
Q20979767		Q4634069
Q65167200		Q4637110
Q13012388		Q4637113
Q72502136		Q4644281
Q82244469		Q4646882
Q28851914		Q4661156
Q28852339		Q4661156
Q55600400		Q4721888
Q10395573		Q4727167
Q3332844		Q905121
Q11690255		Q905121
Q65168300		Q906220
Q56353147		Q908013
Q65162874		Q908013
Q108306222		Q908292
Q22075878		Q925327
Q22075888		Q971360
Q3510698		Q976343
Q17125286		Q1035566
Q56289855		Q1054568
Q13024951		Q1083757
Q28723933		Q1086826
Q65167265		Q1095009
Q2798217		Q1135705
Q5197448		Q1146906
Q65162760		Q1164067
Q109435338		Q1176265
Q5805503		Q1209336
Q26483918		Q1259458
Q15628239		Q1269328
Q4096862		Q1306078
Q3748964		Q1311179
Q4733436		Q1321290
Q2823833		Q1368869
Q15628208		Q1377105
Q4493239		Q1408602
Q72443559		Q4779233
Q15644050		Q4783532
Q12200342		Q4890934
Q112915362		Q4898219
Q9657551		Q4914499
Q72460425		Q4915436
Q72444859		Q4917168
Q109435345		Q5002339
Q65167341		Q5010992
Q72516730		Q5010992
Q13081784		Q5018831
Q27270220		Q5018832
Q27463807		Q5033742
Q65167373		Q5047060
Q6951367		Q5090627
Q20817219		Q5102907
Q66370988		Q5119448
Q72460853		Q5119448
Q15633256		Q15632724
Q18351645		Q15632742
Q15667263		Q420768
Q11690030		Q420989
Q12439387		Q420989
Q12786534		Q421041
Q25553205		Q421041
Q12428872		Q421081
Q97377590		Q421081
Q11795772		Q421133
Q60998673		Q421171
Q12452078		Q421255
Q12452070		Q421260
Q12452068		Q421264
Q12452077		Q421405
Q13167268		Q421405
Q3877038		Q421429
Q49088026		Q421457
Q97182489		Q421458
Q12452072		Q421515
Q16633995		Q421519
Q12412645		Q421557
Q15628350		Q421557
Q15633807		Q421682
Q2573416		Q421693
Q11343733		Q421693
Q12438635		Q421828
Q86011057		Q421828
Q27110378		Q422017
Q27279279		Q422017
Q31382903		Q422152
Q55705136		Q422152
Q12603803		Q422188
Q4064510		Q422198
Q13026519		Q422198
Q108139936		Q422206
Q5958310		Q422229
Q65167253		Q422469
Q12907248		Q422543
Q86006051		Q422543
Q28714620		Q422564
Q11917178		Q422582
Q27456083		Q422652
Q3950236		Q422654
Q6013389		Q422740
Q13044524		Q422740
Q3604546		Q422843
Q10911330		Q422843
Q2467679		Q422884
Q15659102		Q422909
Q12144955		Q422956
Q15659132		Q422956
Q65219741		Q422956
Q12804045		Q423029
Q7366248		Q423185
Q12456421		Q423282
Q3874410		Q423366
Q12439651		Q423581
Q25652157		Q423581
Q15709252		Q423741
Q86009806		Q423855
Q1889061		Q423912
Q13164166		Q423912
Q12419323		Q424003
Q12824423		Q424003
Q15628008		Q424314
Q49088304		Q424495
Q65167260		Q424567
Q63395658		Q424860
Q10888847		Q4161303
Q108688190		Q4161323
Q15730251		Q4178706
Q15730250		Q4179087
Q15730222		Q4321577
Q18361364		Q4321598
Q26998326		Q4327388
Q30899274		Q4353429
Q27149766		Q4427689
Q15634252		Q4445820
Q11587668		Q4445872
Q15730260		Q4457899
Q39087413		Q4498214
Q18653669		Q2325594
Q12428911		Q2349422
Q19706344		Q2349422
Q13024985		Q2353907
Q46145557		Q2353907
Q112978524		Q2353907
Q5849710		Q2356148
Q21099577		Q2356148
Q4596862		Q2393470
Q5666486		Q2394183
Q12428299		Q2420582
Q17630778		Q2420582
Q6467851		Q2436884
Q91195466		Q2467410
Q27108502		Q2478067
Q28455485		Q2497958
Q13172234		Q2548040
Q50429803		Q2573513
Q11290207		Q2630492
Q72509503		Q2697579
Q16049626		Q2704449
Q22689416		Q2704449
Q11715082		Q2732651
Q26998357		Q2741362
Q98381089		Q2779034
Q21099675		Q2813819
Q52078726		Q2823258
Q60972291		Q2823258
Q3604535		Q2823284
Q4387825		Q2823620
Q18085927		Q2823620
Q18888587		Q2823620
Q27115671		Q2823620
Q12823457		Q201552
Q65255086		Q201552
Q56411219		Q201928
Q20817230		Q203483
Q12428835		Q204679
Q3972204		Q204923
Q12428832		Q204935
Q12412638		Q209191
Q86004292		Q209202
Q25323972		Q209317
Q12871790		Q209391
Q12423552		Q210021
Q66591219		Q210021
Q25564747		Q211086
Q97257453		Q211086
Q13165695		Q213050
Q12457512		Q216918
Q30947354		Q223030
Q5201422		Q243309
Q60998682		Q250442
Q74417455		Q258653
Q12417092		Q259311
Q15633284		Q259311
Q27096336		Q270154
Q12419181		Q286064
Q15645578		Q287840
Q97610789		Q287840
Q12435757		Q304285
Q31771490		Q307423
Q12439768		Q310709
Q25323680		Q311695
Q18367883		Q321431
Q28208935		Q321431
Q5480349		Q337668
Q12300767		Q338762
Q2676713		Q339657
Q3639121		Q340267
Q63390490		Q340267
Q113188010		Q352348
Q65167764		Q6456072
Q72497879		Q27088198
Q72499603		Q27088255
Q72467541		Q27088277
Q72500459		Q27088397
Q72502043		Q27088428
Q28209240		Q27088763
Q85817153		Q27088971
Q56352273		Q27088980
Q65167192		Q6590364
Q6053298		Q6647963
Q15633295		Q6863285
Q65167873		Q6955222
Q21099206		Q7038740
Q65167960		Q7053519
Q1093284		Q7060602
Q72497689		Q7077128
Q27117332		Q2881932
Q65163828		Q2912342
Q10379060		Q2917126
Q17172921		Q2917126
Q4096860		Q2926024
Q52146289		Q2926024
Q76010350		Q2929006
Q25389774		Q2964094
Q21127072		Q2983186
Q12412227		Q2988108
Q27106290		Q3008606
Q30945195		Q15632865
Q20986193		Q15632880
Q18212222		Q15632886
Q27288477		Q15632901
Q11343735		Q15634110
Q50193025		Q15634197
Q16322546		Q15634214
Q27237015		Q15647961
Q105182105		Q15720550
Q27277156		Q15725557
Q28419006		Q15725557
Q22051122		Q15726033
Q63148701		Q15730225
Q27159711		Q15810510
Q49743349		Q15810510
Q20983493		Q3012266
Q3707309		Q3032710
Q97246426		Q3069714
Q27270217		Q3069733
Q27258601		Q3133331
Q36427329		Q3135017
Q4202641		Q3154067
Q12412226		Q3234708
Q12784431		Q3269574
Q4162382		Q3277473
Q4387826		Q3280563
Q27115670		Q3280563
Q12458452		Q3289067
Q6012224		Q3307752
Q13025668		Q3307752
Q65167287		Q3322838
Q76296767		Q3322838
Q6804148		Q3332112
Q13502688		Q3333706
Q27110072		Q3333706
Q13413447		Q3333713
Q4321584		Q3342201
Q67175455		Q3342201
Q13056898		Q3342203
Q16048064		Q3342203
Q27092810		Q3343334
Q27161949		Q3374900
Q65224800		Q3374900
Q7165333		Q3374901
Q11237065		Q3376217
Q4138041		Q3462573
Q65161353		Q3524791
Q30922241		Q3530324
Q72436859		Q27105312
Q28027818		Q27105413
Q72514056		Q27105446
Q72441223		Q27105461
Q72513941		Q27089180
Q72516503		Q27089207
Q72492501		Q27093072
Q72499745		Q27093129
Q72465850		Q27093179
Q30315107		Q27093313
Q72517038		Q27093316
Q55833634		Q18611679
Q56377385		Q18629963
Q20965993		Q18816316
Q27277599		Q18845272
Q85850250		Q19274662
Q17334545		Q19309891
Q56291811		Q19615023
Q40643785		Q19885507
Q27074561		Q19903375
Q27252133		Q20197793
Q48835994		Q20197793
Q27257525		Q20707112
Q72491742		Q20707155
Q27290533		Q20707274
Q17175369		Q20817116
Q48834236		Q20817116
Q14375558		Q20963653
Q21010327		Q20968976
Q27465043		Q20968976
Q55641578		Q20968976
Q15645631		Q7086489
Q16108982		Q7116606
Q27088469		Q7120601
Q65168002		Q7121197
Q12439384		Q7205705
Q81987535		Q7205705
Q15628408		Q7234706
Q18367633		Q7301602
Q72506452		Q7301602
Q22075889		Q7318417
Q1285018		Q7331165
Q20817287		Q7444755
Q75053447		Q7578222
Q9350945		Q7624776
Q72448522		Q27105953
Q65920868		Q27106322
Q31889577		Q1484569
Q105030301		Q5196173
Q27113925		Q5198929
Q97308825		Q5205613
Q65167454		Q5256385
Q65167457		Q5264611
Q16123857		Q5268499
Q10925919		Q5270645
Q12103337		Q5274949
Q39045468		Q5275451
Q11291838		Q5308615
Q76100226		Q5359421
Q12873195		Q5403008
Q27251287		Q5423586
Q65167578		Q5425448
Q65167581		Q5436810
Q24834037		Q1547180
Q3365395		Q1668551
Q4073292		Q1674310
Q5804825		Q1706418
Q6845472		Q1706418
Q21099535		Q1729503
Q27103222		Q1758380
Q27271008		Q1766207
Q25473831		Q1856343
Q86011091		Q1861514
Q12460766		Q1921671
Q19285550		Q1921671
Q28456601		Q1977472
Q9189952		Q2017164
Q31354849		Q2017164
Q48997288		Q2043490
Q25568684		Q2047876
Q4445866		Q2047949
Q18212194		Q2048340
Q18819978		Q2069306
Q12081898		Q2075398
Q5772849		Q2079440
Q7187569		Q2088801
Q65126321		Q2091170
Q107300289		Q2106898
Q4475657		Q2107860
Q12032200		Q2122463
Q25534397		Q2122463
Q27096147		Q2122463
Q3154059		Q2171595
Q16522579		Q2171595
Q15726043		Q2194382
Q3922745		Q2208070
Q7404458		Q2214314
Q12430223		Q2256493
Q5651313		Q2283186
Q15665913		Q2283186
Q15646783		Q15410876
Q1032542		Q16322551
Q12876239		Q16322551
Q27256861		Q16527592
Q22915146		Q16686574
Q65224280		Q16760605
Q77424261		Q16889095
Q27293095		Q16919225
Q83037595		Q16920147
Q27070755		Q17002962
Q27291937		Q17070900
Q25473830		Q17320243
Q4498230		Q17325760
Q10925137		Q17325760
Q20817169		Q17400905
Q18816385		Q5509528
Q65164435		Q5566483
Q72479987		Q5572322
Q65167641		Q5613542
Q65167648		Q5613575
Q16046088		Q5635477
Q7623376		Q5849706
Q27136075		Q5851990
Q27106632		Q5861543
Q12460949		Q5891790
Q107043005		Q5891790
Q27294317		Q5954337
Q27107531		Q6042919
Q97206447		Q6048559
Q27108042		Q6081623
Q11945424		Q6138777
Q65168149		Q6138777
Q27463613		Q6172526
Q12459097		Q6364879
Q13166886		Q2270
Q12458797		Q2314
Q12923295		Q2314
Q13171868		Q2314
Q25649385		Q2314
Q12831953		Q2462
Q21699349		Q2462
Q12414758		Q16392
Q12799589		Q16392
Q13168675		Q16392
Q86011521		Q16392
Q1324458		Q29310
Q72488038		Q45044
Q82879400		Q24629913
Q27255884		Q27109847
Q91195329		Q24712449
Q27236498		Q24882947
Q27291894		Q24883832
Q27280229		Q24884592
Q27291887		Q24897556
Q27279199		Q25091508
Q27289050		Q25091509
Q27285631		Q25099385
Q27075560		Q25100534
Q27253709		Q25100690
Q30314130		Q25100690
Q27294033		Q25100750
Q27088932		Q25100990
Q27453411		Q25100990
Q27261327		Q25101255
Q27074435		Q25103937
Q27089284		Q25104650
Q27088209		Q25104721
Q27261158		Q25109997
Q27273144		Q25110485
Q97453508		Q25323782
Q11187923		Q25323820
Q27225228		Q25323937
Q27278103		Q25327025
Q27111682		Q25346149
Q27252464		Q25473510
Q27225415		Q25473932
Q43197735		Q27096921
Q65224937		Q10859787
Q55607660		Q10878628
Q15628413		Q11058399
Q56273718		Q11058399
Q27283502		Q11129394
Q15628091		Q11129395
Q27122657		Q11129395
Q65306383		Q11426176
Q11334348		Q11856099
Q27089020		Q12460151
Q83062088		Q12885756
Q55429646		Q13634859
Q25387196		Q14469782
Q16634534		Q15098649
Q12730444		Q15116845
Q15634103		Q15124607
Q18692062		Q15126139
Q16634030		Q15239768
Q17193137		Q15239768
Q18367293		Q15366704
Q27252214		Q15405284
Q65168364		Q15410174
Q15906703		Q15410906
Q54601560		Q27110364
Q72499190		Q27097640
Q72484837		Q27097792
Q28209100		Q27098366
Q27236613		Q26690594
Q27275870		Q26705718
Q26840972		Q26840896
Q44065455		Q26995161
Q105260215		Q26998319
Q18817106		Q15410967
Q63341742		Q15426249
Q15627487		Q15617477
Q104676145		Q15628174
Q26777045		Q15628365
Q19818488		Q15628366
Q27276398		Q15632697
Q97357610		Q15632697
Q27991381		Q27115546
Q30123766		Q27116056
Q72506253		Q27131011
Q39053710		Q27131432
Q25474207		Q27102111
Q72508081		Q27102755
Q28018555		Q27103209
Q72491847		Q27074073
Q72514354		Q27074389
Q72515894		Q27074444
Q72441147		Q27074737
Q72462980		Q27075243
Q72514713		Q27075611
Q94345754		Q27075685
Q112957389		Q27075685
Q72516728		Q27075893
Q72516782		Q27075963
Q56616893		Q27116241
