#did	when	nextofkin
HMDB0001001		HMDB0001934
HMDB0001303		HMDB0015532
HMDB0005069		HMDB0001934
HMDB0011666		HMDB0011111
HMDB0013119		HMDB0001934
HMDB0013120		HMDB0001934
HMDB0013135		HMDB0001934
HMDB0013323		HMDB0001934
HMDB0013644		HMDB0001934
HMDB0013661		HMDB0001934
HMDB0013666		HMDB0001934
HMDB0013673		HMDB0001934
HMDB0013697		HMDB0001934
HMDB0014330		HMDB0001934
